,reqId,date,open,high,low,close,volume,count,WAP,hasGaps
429,9000,20170505  00:30:00,2383.25,2386.5,2382.25,2386.0,130550,10993,2384.85,False
430,9000,20170505  01:30:00,2385.75,2386.0,2383.75,2385.75,57785,3666,2385.025,False
431,9000,20170505  02:00:00,2385.5,2386.75,2385.0,2386.5,4838,621,2385.975,False
432,9000,20170505  03:30:00,2386.0,2386.25,2385.0,2385.25,2876,476,2385.475,False
433,9000,20170505  04:30:00,2385.25,2386.5,2385.25,2385.5,1533,283,2385.85,False
434,9000,20170505  05:30:00,2385.75,2385.75,2384.25,2384.75,2995,632,2384.925,False
435,9000,20170505  06:30:00,2384.5,2386.25,2384.5,2385.0,3438,833,2385.5,False
436,9000,20170505  07:30:00,2385.0,2385.75,2384.75,2385.0,1710,428,2385.225,False
437,9000,20170505  08:30:00,2385.0,2385.0,2379.25,2379.75,11709,2269,2382.25,False
438,9000,20170505  09:30:00,2380.0,2381.0,2379.0,2381.0,5661,1050,2379.825,False
439,9000,20170505  10:30:00,2381.0,2382.0,2380.25,2381.75,4231,972,2381.125,False
440,9000,20170505  11:30:00,2381.75,2382.75,2380.75,2382.0,5443,1062,2381.8,False
441,9000,20170505  12:30:00,2382.0,2385.5,2381.75,2384.25,14327,2379,2383.925,False
442,9000,20170505  13:30:00,2384.25,2386.75,2383.75,2386.5,9132,1349,2385.65,False
443,9000,20170505  14:30:00,2386.5,2387.0,2385.25,2386.25,8914,1229,2386.075,False
444,9000,20170505  15:30:00,2386.25,2387.0,2385.75,2386.75,6427,1039,2386.35,False
445,9000,20170505  16:30:00,2387.0,2387.25,2386.25,2386.5,8827,1281,2386.65,False
446,9000,20170505  17:30:00,2386.5,2390.75,2385.25,2389.0,51237,7384,2388.1,False
447,9000,20170505  18:30:00,2389.0,2391.5,2386.5,2386.75,134719,13904,2388.8,False
448,9000,20170505  19:30:00,2386.75,2389.0,2385.0,2387.25,160332,17812,2387.125,False
449,9000,20170505  20:30:00,2387.0,2389.5,2386.0,2389.0,100593,10693,2387.575,False
450,9000,20170505  21:30:00,2389.0,2389.75,2385.5,2387.75,100731,9644,2387.725,False
451,9000,20170505  22:30:00,2388.0,2389.5,2386.75,2389.5,54132,5425,2388.05,False
452,9000,20170505  23:30:00,2389.25,2392.5,2388.75,2390.75,95586,8060,2390.325,False
453,9000,20170506  00:30:00,2390.75,2395.75,2389.75,2395.75,221316,14324,2393.075,False
454,9000,20170506  01:30:00,2395.5,2398.0,2394.5,2397.75,96431,5454,2395.9,False
455,9000,20170506  02:00:00,2397.5,2399.25,2396.75,2399.0,11814,1472,2397.975,False
456,9000,20170508  03:30:00,2402.5,2403.75,2396.75,2397.25,21056,3604,2399.85,False
457,9000,20170508  04:30:00,2397.5,2398.5,2396.0,2397.0,6159,1112,2397.125,False
458,9000,20170508  05:30:00,2396.75,2397.5,2394.25,2396.75,12899,2772,2395.7,False
459,9000,20170508  06:30:00,2396.75,2397.25,2395.5,2396.0,5166,1165,2396.35,False
460,9000,20170508  07:30:00,2396.0,2397.0,2395.25,2396.5,4471,1024,2396.1,False
461,9000,20170508  08:30:00,2396.5,2397.5,2395.75,2397.0,4006,763,2396.6,False
462,9000,20170508  09:30:00,2397.25,2397.5,2396.5,2396.5,1790,410,2397.1,False
463,9000,20170508  10:30:00,2396.5,2397.5,2396.0,2397.25,6084,841,2396.825,False
464,9000,20170508  11:30:00,2397.0,2397.25,2394.25,2395.5,16955,2410,2395.4,False
465,9000,20170508  12:30:00,2395.5,2395.5,2392.25,2393.75,29843,4244,2393.475,False
466,9000,20170508  13:30:00,2393.75,2395.75,2393.5,2394.0,15495,2151,2394.85,False
467,9000,20170508  14:30:00,2393.75,2394.75,2392.5,2394.0,15811,1819,2393.775,False
468,9000,20170508  15:30:00,2394.0,2397.25,2393.75,2396.25,19112,2133,2395.675,False
469,9000,20170508  16:30:00,2396.0,2397.25,2395.5,2396.25,11458,1242,2396.35,False
470,9000,finished-20170418  17:24:58-20170508  17:24:58,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,False
